de: Fischer hat nicht nur Marx und Mao Tse-Tung studiert, sondern auch Brehms Tierleben, weil in Brehms Tierleben ist nachzulesen, dass große und kleine Tiere gemeinsam atmen, leben und sich bewegen müssen. Zum Beispiel weiß jeder, auch der in Brehms Tierleben weniger Kundige, dass ein Floh einen Löwen zum Wahnsinn treiben kann, ein Löwe einen Floh aber nie zum Wahnsinn treiben wird.		
de: Und deshalb wiederhole ich hier den Satz, den ich an dem Tag den Menschen auf dem Soldatenfriedhof in Luxemburg zurief:»Wer an Europa zweifelt, wer an Europa verzweifelt, der sollte Soldatenfriedhöfe besuchen!« Nirgendwo besser, nirgendwo eindringlicher, nirgendwo bewegender ist zu spüren, was das europäische Gegeneinander an Schlimmstem bewirken kann. Das Nicht-Zusammenleben-Wollen und das Nicht-Zusammenleben-Können haben im 20. Jahrhundert 80 Millionen Menschen das Leben gekostet. Jede Stunde des Zweiten Weltkrieges hat 1045 Tote gebracht.		
en: Thank you, have a nice day. I will now see the president of Azerbaijan, so the nice part of the day is over.		
en: The constitutional treaty was an easily understandable treaty. This is a simplified treaty which is very complicated.		
en: There can be no democratic choice against the European treaties, one cannot exit the euro without leaving the EU.	it: Non ci può essere scelta democratica contro i trattati europei.	
en: We all know what to do, we just don’t know how to get re-elected after we’ve done it.		
en: We feel we need a Capital Market Union, Energy Union, Economic and Monetary Union but we also think we need security union		
it: Credo che bisogna riflettere su come dare maggiore legittimità democratica alla troika.		
it: Diciamo no ai nazionalismi malsani che odiano gli altri anziché cercare soluzioni ai problemi. Noi vogliamo i pattriottismi sani: uno nazionale ed uno europeo. Vogliamo che l'Europa resti un albero sotto il quale i bambini del Nord e del Sud, dell'Est e dell'Ovest possano continuare a crescere respirando aria fresca.		
it: Dittatore.		
it: Essere presidente della Commissione, non è come essere Primo ministro del Lussemburgo. Devo lavorare quattordici, quindici ore al giorno, e non c'ero abituato.		
it: In questo momento dare l'impressione alla Turchia che, quale che sia la situazione, la Ue non è pronta ad accettarla sarebbe a mio parere un grave errore di politica estera. Non voglio che passi un messaggio unilaterale di chiusura al negoziato da parte nostra. Allo stato attuale la Turchia non può diventare membro della Ue, specialmente se persegue sulla via della reintroduzione della pena di morte.		
it: L'allargamento ha costituito indubbiamente una svolta epocale, che ha portato pace e stabilità nel nostro continente. Ora però l'Unione e i suoi cittadini devono "digerire" le 13 nuove adesioni degli ultimi dieci anni. Il processo di allargamento deve fermarsi temporaneamente per permetterci di consolidare i risultati ottenuti dall'UE-28. Per questo, durante la mia presidenza della Commissione, i negoziati in corso proseguiranno e i Balcani occidentali, in particolare, dovranno mantenere una prospettiva europea, ma non vi saranno altri allargamenti nei prossimi cinque anni. Dobbiamo inoltre rafforzare la cooperazione, l'associazione e il partenariato con paesi del vicinato orientale come la Moldova o l'Ucraina per rinsaldare ulteriormente i nostri legami economici e politici.		
it: L'inglese è una lingua in uscita nell'Unione europea, quindi dobbiamo abituarci al fatto che altre lingue ufficiali vengano utilizzate con la stessa intensità con cui usavamo prima l'inglese, quindi parlerò in francese e forse in tedesco.		
it: La Croazia ha una naturale vocazione per diventare membro dell'Eurozona, ma deve fare ancora molti sforzi per questo obiettivo.		
it: Ma, spesso si dice che i rapinatori sono poi i migliori elementi della polizia, ma insomma lasciamo perdere questo. Lei ha parlato del mio paese, di cui io non sono più un dirigente, è vero. Ma lei ha guardato al mio paese in maniera molto superficiale, il che è abbastanza tipico della Francia, quando i francesi guardano gli altri paesi. In Europa ciascun paese è il paradiso fiscale del suo vicino. Lei è certa al cento per cento che quello che noi abbiamo chiamato i tax ruling, cioè questi accordi specifici tra le amministrazioni fiscali nazionali e le imprese, non succeda in Francia? Comunque, indipendentemente da questo, io ero e continuo ad essere convinto che in Europa abbiamo bisogno di un minimo di normalità fiscale: le imprese devono pagare le loro tasse e là dove realizzano i propri benefici. È questo che sta cercando di fare la Commissione che io presiedo .		
it: Nella nostra Unione non può esserci spazio per la discriminazione, sia essa fondata su nazionalità, genere, origine razziale o etnica, religione o convinzioni personali, disabilità, età o orientamento sessuale ovvero diretta ai membri di una minoranza. Manterrò quindi la proposta di direttiva in materia, adoperandomi per persuadere i governi nazionali a vincere le resistenze che attualmente oppongono in sede di Consiglio.		
it: Noi non andiamo in giro dicendo che l'Ohio dovrebbe secedere dagli Stati Uniti.		
it: Non c'è bisogno di discutere ovvietà. Siamo forti oppositori della pena di morte.		
it: Pensate davvero che sarei ancora al mio posto se fossi ubriaco di cognac dal mattino? A un politico si può perdonare tutto ma non l'alcolismo.		
it: Se permettessimo alla Catalogna di separarsi – e comunque non sono affari nostri – altri faranno lo stesso. Non voglio che succeda. Non mi piacerebbe che tra 15 anni avessimo un’Unione Europea con 98 Stati.		
it: Sta arrivando il dittatore!		
it: Trump ha parlato con Tusk e ci ha scambiati. La cosa importante in politica internazionale è l'attenzione ai dettagli.		
it: Un esercito di questo tipo dichiarerebbe al mondo che non ci sarà mai più una guerra tra Paesi Ue, ci aiuterebbe a costruire una politica di difesa e di sicurezza comune, e ad assumere tutti insieme le responsabilità dell'Europa nel mondo.		
it: Uno dei capisaldi del mercato interno è da sempre la libera circolazione dei lavoratori: la difenderò, pur riconoscendo alle autorità nazionali il diritto di contrastare gli abusi e le frodi nelle domande di prestazioni. È mia convinzione che la libera circolazione vada vista come opportunità economica, non come minaccia. Dobbiamo promuovere quindi la mobilità dei lavoratori, soprattutto nei settori in cui l'offerta di lavoro e la richiesta di competenze restano cronicamente insoddisfatte. Mi accerterò nel contempo che sia data un'attuazione rigorosa alla direttiva sul distacco dei lavoratori, di cui lancerò un riesame mirato per scongiurare il dumping sociale in Europa: nella nostra Unione, lo stesso lavoro nello stesso posto dovrebbe essere retribuito allo stesso modo.		
it: Viktor Orbán deve chiarire immediatamente quali sono le intenzioni dell'Ungheria sulla pena di morte. Se davvero a Budapest qualcuno sta pensando di reintrodurre la pena di morte lo scontro con con l'Unione europea sarà inevitabile.		
it: la Grecia ha ancora un lungo cammino davanti, e non abbiamo ancora chiarezza sui concreti progetti di riforma, ma va nella giusta direzione. Ciò che posso dire ora è che in Grecia non ci sarà default: è e resta parte integrale dell'Eurozona. La Grecia deve mantenere gli impegni presi con l'Eurogruppo e senza dubbio impegnarsi in una politica fiscale e finanziaria credibile e sostenibile; se vogliono attuare le promesse elettorali, devono essere finanziate di conseguenza.		
